"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Kanifing","Kanifing","13.4464","-16.6744","Gambia, The","GM","GMB","","admin","","1270000000"
"Conakry","Conakry","9.5315","-13.6802","Guinea","GN","GIN","Conakry","primary","1494000","1324568159"
"Faranah","Faranah","10.0404","-10.7500","Guinea","GN","GIN","Faranah","admin","19469","1324603099"
"Kankan","Kankan","10.3900","-9.3100","Guinea","GN","GIN","Kankan","admin","114009","1324495325"
"Labé","Labe","11.3200","-12.3000","Guinea","GN","GIN","Labé","admin","140575","1324900784"
"Boké","Boke","10.9400","-14.3000","Guinea","GN","GIN","Boké","admin","116270","1324037897"
"Mamou","Mamou","10.3804","-12.1000","Guinea","GN","GIN","Mamou","admin","71153","1324990909"
"Kindia","Kindia","10.0600","-12.8700","Guinea","GN","GIN","Kindia","admin","117062","1324348910"
"Kamsar","Kamsar","10.6854","-14.6050","Guinea","GN","GIN","Boké","","34973","1324075393"
"Nzérékoré","Nzerekore","7.7600","-8.8300","Guinea","GN","GIN","N’Zérékoré","admin","168121","1324336588"
"Fria","Fria","10.3804","-13.5500","Guinea","GN","GIN","Boké","minor","23729","1324583144"
"Forecariah","Forecariah","9.4300","-13.0980","Guinea","GN","GIN","Kindia","minor","12358","1324863095"
"Yomou","Yomou","7.5704","-9.2700","Guinea","GN","GIN","N’Zérékoré","minor","3614","1324839778"
"Tongue","Tongue","11.4400","-11.6700","Guinea","GN","GIN","Labé","minor","25531","1324920258"
"Télimélé","Telimele","10.9050","-13.0430","Guinea","GN","GIN","Kindia","minor","30311","1324315862"
"Siguiri","Siguiri","11.4171","-9.1666","Guinea","GN","GIN","Kankan","minor","50159","1324494896"
"Pita","Pita","11.0800","-12.4010","Guinea","GN","GIN","Mamou","minor","20052","1324788694"
"Mali","Mali","12.0840","-12.3010","Guinea","GN","GIN","Labé","minor","5479","1324065197"
"Macenta","Macenta","8.5504","-9.4800","Guinea","GN","GIN","N’Zérékoré","minor","43102","1324817479"
"Kouroussa","Kouroussa","10.6530","-9.8920","Guinea","GN","GIN","Kankan","minor","14223","1324187341"
"Koundara","Koundara","12.4800","-13.2960","Guinea","GN","GIN","Boké","minor","13990","1324267190"
"Kissidougou","Kissidougou","9.1905","-10.1200","Guinea","GN","GIN","Faranah","minor","66815","1324750427"
"Kérouané","Kerouane","9.2704","-9.0200","Guinea","GN","GIN","Kankan","minor","15406","1324580549"
"Gueckedou","Gueckedou","8.5540","-10.1510","Guinea","GN","GIN","N’Zérékoré","minor","221715","1324580681"
"Gaoual","Gaoual","11.7540","-13.2130","Guinea","GN","GIN","Boké","minor","7461","1324589428"
"Dinguiraye","Dinguiraye","11.2990","-10.7260","Guinea","GN","GIN","Faranah","minor","6062","1324546502"
"Dabola","Dabola","10.7480","-11.1090","Guinea","GN","GIN","Faranah","minor","13057","1324368075"
"Boffa","Boffa","10.1850","-14.0430","Guinea","GN","GIN","Boké","minor","2332","1324801511"
"Beyla","Beyla","8.6870","-8.6570","Guinea","GN","GIN","N’Zérékoré","minor","13204","1324564039"
"Dalaba","Dalaba","10.6560","-12.2720","Guinea","GN","GIN","Mamou","minor","6349","1324455027"
"Basse-Terre","Basse-Terre","16.0000","-61.7167","Guadeloupe","GP","GLP","","admin","","1312938008"
"Pointe-à-Pitre","Pointe-a-Pitre","16.2415","-61.5330","Guadeloupe","GP","GLP","","","145511","1312460524"
"Basse-terre","Basse-terre","16.2304","-61.4400","Guadeloupe","GP","GLP","","","307","1312109298"
"Malabo","Malabo","3.7500","8.7833","Equatorial Guinea","GQ","GNQ","Bioko Norte","primary","155963","1226861333"
"Palé","Pale","-1.4014","5.6325","Equatorial Guinea","GQ","GNQ","Annobón","admin","","1226970205"
"Evinayong","Evinayong","1.4500","10.5667","Equatorial Guinea","GQ","GNQ","Centro Sur","admin","8462","1226336138"
"Mongomo","Mongomo","1.6337","11.3166","Equatorial Guinea","GQ","GNQ","Wele-Nzas","admin","6560","1226565454"
"Bata","Bata","1.8700","9.7700","Equatorial Guinea","GQ","GNQ","Litoral","admin","173046","1226528087"
"Ebebiyín","Ebebiyin","2.1511","11.3353","Equatorial Guinea","GQ","GNQ","Kié-Ntem","admin","","1226449195"
"Calatrava","Calatrava","1.1164","9.4186","Equatorial Guinea","GQ","GNQ","","","628","1226322426"
"Luba","Luba","3.4500","8.5500","Equatorial Guinea","GQ","GNQ","Bioko Sur","admin","8655","1226278217"
"Komatini","Komatini","41.1333","25.4167","Greece","GR","GRC","Anatolikí Makedonía kai Thráki","admin","45631","1300373048"
"Athens","Athens","37.9833","23.7333","Greece","GR","GRC","Attikí","primary","3242000","1300715560"
"Ermoupoli","Ermoupoli","37.4504","24.9333","Greece","GR","GRC","Notío Aigaío","admin","12260","1300072209"
"Patra","Patra","38.2300","21.7300","Greece","GR","GRC","Dytikí Elláda","admin","163360","1300201099"
"Lamia","Lamia","38.8990","22.4340","Greece","GR","GRC","Stereá Elláda","admin","47246","1300400935"
"Tripoli","Tripoli","37.5091","22.3794","Greece","GR","GRC","Peloponnísos","admin","28970","1300131630"
"Mitilini","Mitilini","39.1104","26.5546","Greece","GR","GRC","Voreío Aigaío","admin","29328","1300101706"
"Hania","Hania","35.5122","24.0156","Greece","GR","GRC","Kríti","minor","78728","1300233408"
"Sitia","Sitia","35.2004","26.0986","Greece","GR","GRC","Kríti","minor","8833","1300275780"
"Seres","Seres","41.0860","23.5497","Greece","GR","GRC","Kentrikí Makedonía","minor","55886","1300726987"
"Iraklio","Iraklio","35.3250","25.1305","Greece","GR","GRC","Kríti","admin","137154","1300777854"
"Polygyros","Polygyros","40.3810","23.4530","Greece","GR","GRC","Kentrikí Makedonía","minor","5258","1300297120"
"Thessaloniki","Thessaloniki","40.6961","22.8850","Greece","GR","GRC","Kentrikí Makedonía","admin","828000","1300397999"
"Xanthi","Xanthi","41.1418","24.8836","Greece","GR","GRC","Anatolikí Makedonía kai Thráki","minor","50570","1300051191"
"Kerkira","Kerkira","39.6154","19.9147","Greece","GR","GRC","Ionía Nísia","admin","38517","1300093403"
"Kavala","Kavala","40.9412","24.4018","Greece","GR","GRC","Anatolikí Makedonía kai Thráki","minor","59240","1300398756"
"Kozáni","Kozani","40.3007","21.7890","Greece","GR","GRC","Dytikí Makedonía","admin","","1300407295"
"Alexandroupoli","Alexandroupoli","40.8486","25.8744","Greece","GR","GRC","Anatolikí Makedonía kai Thráki","minor","52979","1300949419"
"Katerini","Katerini","40.2723","22.5025","Greece","GR","GRC","Kentrikí Makedonía","minor","53293","1300524464"
"Ioanina","Ioanina","39.6679","20.8509","Greece","GR","GRC","Ípeiros","admin","86304","1300317204"
"Volos","Volos","39.3700","22.9500","Greece","GR","GRC","Thessalía","minor","110632","1300109851"
"Larissa","Larissa","39.6304","22.4200","Greece","GR","GRC","Thessalía","admin","128758","1300003141"
"Piraeus","Piraievs","37.9500","23.7000","Greece","GR","GRC","Attikí","minor","466065","1300458367"
"Agrinio","Agrinio","38.6218","21.4077","Greece","GR","GRC","Dytikí Elláda","minor","75233","1300351677"
"Pirgos","Pirgos","37.6837","21.4500","Greece","GR","GRC","Dytikí Elláda","minor","22399","1300188949"
"Chalkida","Chalkida","38.4640","23.6124","Greece","GR","GRC","Stereá Elláda","minor","71842","1300585149"
"Sparti","Sparti","37.0737","22.4297","Greece","GR","GRC","Peloponnísos","minor","16187","1300989189"
"Kalamata","Kalamata","37.0389","22.1142","Greece","GR","GRC","Peloponnísos","minor","71823","1300638148"
"Hios","Hios","38.3681","26.1358","Greece","GR","GRC","Voreío Aigaío","minor","26891","1300169896"
"Rodos","Rodos","36.4412","28.2225","Greece","GR","GRC","Notío Aigaío","minor","56969","1300944675"
"Kos","Kos","36.8937","27.2888","Greece","GR","GRC","Notío Aigaío","minor","19244","1300683758"
"Grytviken","Grytviken","-54.2806","-36.5080","South Georgia And South Sandwich Islands","GS","SGS","","","99","1239048837"
"San Jose","San Jose","13.9397","-90.8200","Guatemala","GT","GTM","Escuintla","","18655","1320016478"
"Mazatenango","Mazatenango","14.5304","-91.5100","Guatemala","GT","GTM","Suchitepéquez","admin","64652","1320123250"
"Cuilapa","Cuilapa","14.2790","-90.2980","Guatemala","GT","GTM","Santa Rosa","admin","16484","1320810416"
"Cobán","Coban","15.4700","-90.3800","Guatemala","GT","GTM","Alta Verapaz","admin","65194","1320020813"
"Jutiapa","Jutiapa","14.2900","-89.9000","Guatemala","GT","GTM","Jutiapa","admin","50681","1320264119"
"Retalhuleu","Retalhuleu","14.5371","-91.6770","Guatemala","GT","GTM","Retalhuleu","admin","36656","1320999503"
"Livingston","Livingston","15.8307","-88.7562","Guatemala","GT","GTM","Izabal","minor","14350","1320970605"
"San Luis","San Luis","16.2000","-89.4400","Guatemala","GT","GTM","Petén","minor","132470","1320642245"
"San Marcos","San Marcos","14.9660","-91.8000","Guatemala","GT","GTM","San Marcos","admin","25088","1320960166"
"Flores","Flores","16.9337","-89.8833","Guatemala","GT","GTM","Petén","admin","38035","1320651129"
"Escuintla","Escuintla","14.3004","-90.7800","Guatemala","GT","GTM","Escuintla","admin","107638","1320838903"
"Salamá","Salama","15.1030","-90.3140","Guatemala","GT","GTM","Baja Verapaz","admin","40000","1320223205"
"Chiquimula","Chiquimula","14.7970","-89.5440","Guatemala","GT","GTM","Chiquimula","admin","41521","1320041079"
"Chimaltenango","Chimaltenango","14.6620","-90.8200","Guatemala","GT","GTM","Chimaltenango","admin","82370","1320147012"
"El Progreso","El Progreso","14.8500","-90.0167","Guatemala","GT","GTM","El Progreso","admin","147197","1320849830"
"Antigua Guatemala","Antigua Guatemala","14.5667","-90.7333","Guatemala","GT","GTM","Sacatepéquez","admin","39368","1320020808"
"Jalapa","Jalapa","14.6330","-89.9890","Guatemala","GT","GTM","Jalapa","admin","45834","1320108089"
"Quetzaltenango","Quetzaltenango","14.8300","-91.5200","Guatemala","GT","GTM","Quetzaltenango","admin","575263","1320083599"
"Puerto Barrios","Puerto Barrios","15.7175","-88.5927","Guatemala","GT","GTM","Izabal","admin","56605","1320517532"
"Totonicapán","Totonicapan","14.9140","-91.3580","Guatemala","GT","GTM","Totonicapán","admin","69734","1320223386"
"Zacapa","Zacapa","14.9720","-89.5290","Guatemala","GT","GTM","Zacapa","admin","36088","1320977472"
"Sololá","Solola","14.7730","-91.1830","Guatemala","GT","GTM","Sololá","admin","45373","1320747500"
"Guatemala","Guatemala","14.6211","-90.5270","Guatemala","GT","GTM","Guatemala","primary","1024000","1320197916"
"La Libertad","La Libertad","16.7804","-90.1200","Guatemala","GT","GTM","Petén","minor","8646","1320389989"
"Huehuetenango","Huehuetenango","15.3204","-91.4700","Guatemala","GT","GTM","Huehuetenango","admin","85992","1320742269"
"Santa Cruz Del Quiche","Santa Cruz Del Quiche","15.0333","-91.1333","Guatemala","GT","GTM","Quiché","admin","23618","1320642159"
"Fulacunda","Fulacunda","11.7730","-15.1950","Guinea-Bissau","GW","GNB","","","1311","1624165742"
"Farim","Farim","12.4930","-15.2270","Guinea-Bissau","GW","GNB","Oio","admin","6792","1624753622"
"Bafatá","Bafata","12.1670","-14.6660","Guinea-Bissau","GW","GNB","Bafatá","admin","29704","1624735310"
"Bissau","Bissau","11.8650","-15.5984","Guinea-Bissau","GW","GNB","Bissau","primary","403339","1624168850"
"Bolama","Bolama","11.5830","-15.4828","Guinea-Bissau","GW","GNB","Bolama/Bijagós","admin","10769","1624958412"
"Buba","Buba","11.5889","-14.9958","Guinea-Bissau","GW","GNB","Quinara","admin","","1624903078"
"Cacheu","Cacheu","12.2690","-16.1650","Guinea-Bissau","GW","GNB","Cacheu","admin","10490","1624294223"
"Catió","Catio","11.2167","-15.1667","Guinea-Bissau","GW","GNB","Tombali","admin","9898","1624933572"
"Gabú","Gabu","12.2800","-14.2340","Guinea-Bissau","GW","GNB","Gabú","admin","14430","1624988048"
"Quinhámel","Quinhamel","11.8869","-15.8556","Guinea-Bissau","GW","GNB","Biombo","admin","","1624877378"
"Corriverton","Corriverton","5.9000","-57.1700","Guyana","GY","GUY","East Berbice-Corentyne","","12000","1328276701"
"Georgetown","Georgetown","6.8020","-58.1670","Guyana","GY","GUY","Demerara-Mahaica","primary","264350","1328160906"
"Fort Wellington","Fort Wellington","6.3909","-57.6038","Guyana","GY","GUY","Mahaica-Berbice","admin","","1328483798"
"Bartica","Bartica","6.4104","-58.6300","Guyana","GY","GUY","Cuyuni-Mazaruni","admin","11524","1328806426"
"New Amsterdam","New Amsterdam","6.2500","-57.5300","Guyana","GY","GUY","East Berbice-Corentyne","admin","46874","1328195392"
"Mabaruma","Mabaruma","8.2000","-59.7800","Guyana","GY","GUY","Barima-Waini","admin","2972","1328079873"
"Vreed-en-Hoop","Vreed-en-Hoop","6.8093","-58.1980","Guyana","GY","GUY","Essequibo Islands-West Demerara","admin","","1328178268"
"Mahdia","Mahdia","5.2667","-59.1500","Guyana","GY","GUY","Potaro-Siparuni","admin","","1328358422"
"Linden","Linden","5.9900","-58.2700","Guyana","GY","GUY","Upper Demerara-Berbice","admin","44690","1328531190"
"Lethem","Lethem","3.3900","-59.8000","Guyana","GY","GUY","Upper Takutu-Upper Essequibo","admin","352","1328749920"
"Anna Regina","Anna Regina","7.2704","-58.5001","Guyana","GY","GUY","Pomeroon-Supenaam","","3113","1328787362"
"Anna Regina","Anna Regina","7.2635","-58.4804","Guyana","GY","GUY","Pomeroon-Supenaam","admin","","1328583468"
"Ituni","Ituni","5.4300","-58.2500","Guyana","GY","GUY","Upper Demerara-Berbice","","100","1328501744"
"Hong Kong","Hong Kong","22.3050","114.1850","Hong Kong","HK","HKG","","","7206000","1344982653"
"Tegucigalpa","Tegucigalpa","14.1020","-87.2175","Honduras","HN","HND","Francisco Morazán","primary","946000","1340344059"
"Yoro","Yoro","15.0600","-87.2900","Honduras","HN","HND","Yoro","","15774","1340550354"
"Brus Laguna","Brus Laguna","15.7504","-84.4800","Honduras","HN","HND","Gracias a Dios","","4067","1340003428"
"La Ceiba","La Ceiba","15.7631","-86.7970","Honduras","HN","HND","Atlántida","admin","145926","1340870189"
"Choluteca","Choluteca","13.3007","-87.1908","Honduras","HN","HND","Choluteca","admin","99429","1340256619"
"Trujillo","Trujillo","15.9104","-85.9600","Honduras","HN","HND","Colón","admin","9646","1340756106"
"Comayagua","Comayagua","14.4604","-87.6500","Honduras","HN","HND","Comayagua","admin","71142","1340015594"
"Santa Rosa de Copán","Santa Rosa de Copan","14.7700","-88.7800","Honduras","HN","HND","Copán","admin","35529","1340050563"
"San Pedro Sula","San Pedro Sula","15.5000","-88.0300","Honduras","HN","HND","Cortés","admin","680091","1340568412"
"Yuscarán","Yuscaran","13.9440","-86.8510","Honduras","HN","HND","El Paraíso","admin","2371","1340315181"
"Puerto Lempira","Puerto Lempira","15.2620","-83.7716","Honduras","HN","HND","Gracias a Dios","admin","4856","1340110055"
"La Esperanza","La Esperanza","14.3330","-88.1667","Honduras","HN","HND","Intibucá","admin","5318","1340614286"
"Roatán","Roatan","16.3300","-86.5190","Honduras","HN","HND","Islas de la Bahía","admin","7514","1340163370"
"La Paz","La Paz","14.3200","-87.6840","Honduras","HN","HND","La Paz","admin","17555","1340290947"
"Gracias","Gracias","14.5833","-88.5833","Honduras","HN","HND","Lempira","admin","7909","1340141391"
"Nueva Ocotepeque","Nueva Ocotepeque","14.4370","-89.1820","Honduras","HN","HND","Ocotepeque","admin","8780","1340380637"
"Juticalpa","Juticalpa","14.6704","-86.2300","Honduras","HN","HND","Olancho","admin","37442","1340411203"
"Santa Bárbara","Santa Barbara","14.9190","-88.2360","Honduras","HN","HND","Santa Bárbara","admin","15119","1340312026"
"Nacaome","Nacaome","13.5300","-87.4900","Honduras","HN","HND","Valle","admin","47000","1340964186"
"Yoro","Yoro","15.1375","-87.1278","Honduras","HN","HND","Yoro","admin","","1340638121"
"Šibenik","Sibenik","43.7272","15.9058","Croatia","HR","HRV","Šibensko-Kninska Županija","admin","37112","1191444936"
"Slavonski Brod","Slavonski Brod","45.1603","18.0156","Croatia","HR","HRV","Brodsko-Posavska Županija","admin","97718","1191097030"
"Požega","Pozega","45.3403","17.6853","Croatia","HR","HRV","Požeško-Slavonska Županija","admin","","1191353181"
"Virovitica","Virovitica","45.8319","17.3839","Croatia","HR","HRV","Virovitičko-Podravska Županija","admin","","1191128636"
"Rijeka","Rijeka","45.3300","14.4500","Croatia","HR","HRV","Primorsko-Goranska Županija","admin","170992","1191949063"
"Krapina","Krapina","46.1608","15.8789","Croatia","HR","HRV","Krapinsko-Zagorska Županija","admin","","1191389404"
"Dubrovnik","Dubrovnik","42.6609","18.0914","Croatia","HR","HRV","Dubrovačko-Neretvanska Županija","admin","36994","1191004286"
"Sisak","Sisak","45.4661","16.3783","Croatia","HR","HRV","Sisačko-Moslavačka Županija","admin","","1191526652"
"Osijek","Osijek","45.5504","18.6800","Croatia","HR","HRV","Osječko-Baranjska Županija","admin","95077","1191917921"
"Koprivnica","Koprivnica","46.1628","16.8275","Croatia","HR","HRV","Koprivničko-Križevačka Županija","admin","","1191924250"
"Čakovec","Cakovec","46.3844","16.4339","Croatia","HR","HRV","Međimurska Županija","admin","","1191424625"
"Vukovar","Vukovar","45.3433","18.9997","Croatia","HR","HRV","Vukovarsko-Srijemska Županija","admin","","1191345427"
"Zadar","Zadar","44.1201","15.2623","Croatia","HR","HRV","Zadarska Županija","admin","71258","1191160875"
"Gospić","Gospic","44.5461","15.3747","Croatia","HR","HRV","Ličko-Senjska Županija","admin","","1191887616"
"Varaždin","Varazdin","46.3044","16.3378","Croatia","HR","HRV","Varaždinska Županija","admin","","1191291148"
"Split","Split","43.5204","16.4700","Croatia","HR","HRV","Splitsko-Dalmatinska Županija","admin","214741","1191440208"
"Pazin","Pazin","45.2403","13.9367","Croatia","HR","HRV","Istarska Županija","admin","","1191654566"
"Zagreb","Zagreb","45.8000","16.0000","Croatia","HR","HRV","Zagreb, Grad","primary","722526","1191233290"
"Karlovac","Karlovac","45.4872","15.5478","Croatia","HR","HRV","Karlovačka Županija","admin","55063","1191133986"
"Bjelovar","Bjelovar","45.8986","16.8489","Croatia","HR","HRV","Bjelovarsko-Bilogorska Županija","admin","","1191340640"
"Pula","Pula","44.8687","13.8481","Croatia","HR","HRV","Istarska Županija","minor","61599","1191143009"
"Port-au-Prince","Port-au-Prince","18.5410","-72.3360","Haiti","HT","HTI","Ouest","primary","1998000","1332401940"
"Port-De-Paix","Port-De-Paix","19.9318","-72.8295","Haiti","HT","HTI","Nord-Ouest","admin","34657","1332536650"
"Cap-Haïtien","Cap-Haitien","19.7592","-72.2125","Haiti","HT","HTI","Nord","admin","281487","1332333795"
"Gonaïves","Gonaives","19.4504","-72.6832","Haiti","HT","HTI","Artibonite","admin","166678","1332384588"
"Hinche","Hinche","19.1430","-72.0040","Haiti","HT","HTI","Centre","admin","18590","1332748356"
"Fort-Liberté","Fort-Liberte","19.6656","-71.8448","Haiti","HT","HTI","Nord-Est","admin","11465","1332603160"
"Jacmel","Jacmel","18.2350","-72.5370","Haiti","HT","HTI","Sud-Est","admin","33563","1332314393"
"Miragoâne","Miragoane","18.4411","-73.0883","Haiti","HT","HTI","Nippes","admin","","1332665283"
"Les Cayes","Les Cayes","18.2004","-73.7500","Haiti","HT","HTI","Sud","admin","175457","1332587854"
"Jérémie","Jeremie","18.6339","-74.1184","Haiti","HT","HTI","Grand’Anse","admin","30917","1332612037"
"Szolnok","Szolnok","47.1864","20.1794","Hungary","HU","HUN","Jász-Nagykun-Szolnok","admin","109261","1348287339"
"Hódmezővásárhely","Hodmezovasarhely","46.4167","20.3333","Hungary","HU","HUN","Csongrád","admin","","1348676241"
"Nagykanizsa","Nagykanizsa","46.5142","16.9717","Hungary","HU","HUN","Zala","admin","","1348509592"
"Nyíregyháza","Nyiregyhaza","47.9653","21.7187","Hungary","HU","HUN","Szabolcs-Szatmár-Bereg","admin","176880","1348653343"
"Budapest","Budapest","47.5000","19.0833","Hungary","HU","HUN","Budapest","primary","1679000","1348611435"
"Békéscsaba","Bekescsaba","46.6720","21.1010","Hungary","HU","HUN","Békés","admin","65206","1348329493"
"Eger","Eger","46.4000","17.5833","Hungary","HU","HUN","Somogy","admin","","1348314005"
"Zalaegerszeg","Zalaegerszeg","46.8440","16.8400","Hungary","HU","HUN","Zala","admin","61898","1348293073"
"Szeged","Szeged","46.2504","20.1500","Hungary","HU","HUN","Szeged","admin","187765","1348655615"
"Kaposvár","Kaposvar","46.3670","17.8000","Hungary","HU","HUN","Somogy","admin","108528","1348114190"
"Sopron","Sopron","47.6833","16.6000","Hungary","HU","HUN","Győr-Moson-Sopron","admin","","1348988570"
"Kecskemét","Kecskemet","46.9000","19.7000","Hungary","HU","HUN","Bács-Kiskun","admin","113895","1348900171"
"Debrecen","Debrecen","47.5305","21.6300","Hungary","HU","HUN","Debrecen","admin","231286","1348460698"
"Miskolc","Miskolc","48.1004","20.7800","Hungary","HU","HUN","Miskolc","admin","247757","1348668815"
"Szombathely","Szombathely","47.2253","16.6287","Hungary","HU","HUN","Vas","admin","109518","1348565183"
"Dunaújváros","Dunaujvaros","46.9807","18.9327","Hungary","HU","HUN","Fejér","admin","","1348928583"
"Veszprém","Veszprem","47.0910","17.9110","Hungary","HU","HUN","Veszprém","admin","62023","1348279762"
"Salgótarján","Salgotarjan","48.1050","19.8260","Hungary","HU","HUN","Nógrád","admin","39640","1348290189"
"Székesfehérvár","Szekesfehervar","47.1947","18.4081","Hungary","HU","HUN","Fejér","admin","144319","1348968301"
"Győr","Gyor","47.7004","17.6300","Hungary","HU","HUN","Győr","admin","136081","1348507878"
"Tatabánya","Tatabanya","47.5500","18.4330","Hungary","HU","HUN","Komárom-Esztergom","admin","70541","1348450358"
"Pécs","Pecs","46.0804","18.2200","Hungary","HU","HUN","Pécs","admin","186262","1348611992"
"Szekszárd","Szekszard","46.3440","18.7130","Hungary","HU","HUN","Tolna","admin","34174","1348026284"
"Eger","Eger","47.8950","20.3830","Hungary","HU","HUN","Heves","admin","56647","1348559499"
"Vác","Vac","47.7837","19.1332","Hungary","HU","HUN","Pest","minor","35293","1348810997"
"Sukabumi","Sukabumi","-6.9096","106.9000","Indonesia","ID","IDN","Jawa Barat","","276414","1360447543"
"Surakarta","Surakarta","-7.5650","110.8250","Indonesia","ID","IDN","Jawa Tengah","","555308","1360853933"
"Bogor","Bogor","-6.5700","106.7500","Indonesia","ID","IDN","Jawa Barat","","918000","1360771925"
"Magelang","Magelang","-7.4696","110.1800","Indonesia","ID","IDN","Jawa Tengah","","111461","1360065728"
"Majene","Majene","-3.5336","118.9660","Indonesia","ID","IDN","Sulawesi Barat","minor","272377","1360498576"
"Ende","Ende","-8.8623","121.6489","Indonesia","ID","IDN","Nusa Tenggara Timur","minor","77205","1360796329"
"Maumere","Maumere","-8.6189","122.2123","Indonesia","ID","IDN","Nusa Tenggara Timur","minor","104285","1360776014"
"Kediri","Kediri","-7.7896","112.0000","Indonesia","ID","IDN","Jawa Timur","","235143","1360498846"
"Sibolga","Sibolga","1.7500","98.8000","Indonesia","ID","IDN","Sumatera Utara","","217312","1360021193"
"Binjai","Binjai","3.6204","98.5001","Indonesia","ID","IDN","Sumatera Utara","","564979","1360884608"
"Tebingtinggi","Tebingtinggi","3.3304","99.1300","Indonesia","ID","IDN","Sumatera Utara","","268043","1360386781"
"Lhokseumawe","Lhokseumawe","5.1914","97.1415","Indonesia","ID","IDN","Aceh","","140322","1360418625"
"Bekasi","Bekasi","-6.2173","106.9723","Indonesia","ID","IDN","Jawa Barat","","2378211","1360006015"
"Malang","Malang","-7.9800","112.6100","Indonesia","ID","IDN","Jawa Timur","","805000","1360141408"
"Pakalongan","Pakalongan","-6.8796","109.6700","Indonesia","ID","IDN","Jawa Tengah","","272000","1360039434"
"Madiun","Madiun","-7.6346","111.5150","Indonesia","ID","IDN","Jawa Timur","","186099","1360921516"
"Tegal","Tegal","-6.8696","109.1200","Indonesia","ID","IDN","Jawa Tengah","","237084","1360035814"
"Cirebon","Cirebon","-6.7333","108.5666","Indonesia","ID","IDN","Jawa Barat","","254298","1360011375"
"Medan","Medan","3.5800","98.6500","Indonesia","ID","IDN","Sumatera Utara","admin","2115000","1360543171"
"Salatiga","Salatiga","-7.3095","110.4901","Indonesia","ID","IDN","Jawa Tengah","","176000","1360433768"
"Poso","Poso","-1.3896","120.7600","Indonesia","ID","IDN","Sulawesi Tengah","minor","47110","1360727615"
"Surabaya","Surabaya","-7.2492","112.7508","Indonesia","ID","IDN","Jawa Timur","admin","2845000","1360484663"
"Jakarta","Jakarta","-6.1744","106.8294","Indonesia","ID","IDN","Jakarta","primary","9125000","1360771077"
"Pematangsiantar","Pematangsiantar","2.9614","99.0615","Indonesia","ID","IDN","Sumatera Utara","","341200","1360769496"
"Probolinggo","Probolinggo","-7.7496","113.1500","Indonesia","ID","IDN","Jawa Timur","","181656","1360138476"
"Pasuruan","Pasuruan","-7.6296","112.9000","Indonesia","ID","IDN","Jawa Timur","","500000","1360084806"
"Mojokerto","Mojokerto","-7.4696","112.4300","Indonesia","ID","IDN","Jawa Timur","","112557","1360053101"
"Baubau","Baubau","-5.4699","122.6163","Indonesia","ID","IDN","Sulawesi Tenggara","","24412","1360789994"
"Parepare","Parepare","-4.0167","119.6333","Indonesia","ID","IDN","Sulawesi Selatan","","87776","1360021476"
"Blitar","Blitar","-8.0696","112.1500","Indonesia","ID","IDN","Jawa Timur","","132416","1360011677"
"Watampone","Watampone","-4.5328","120.3334","Indonesia","ID","IDN","Sulawesi Selatan","minor","81629","1360956480"
"Raba","Raba","-8.4500","118.7666","Indonesia","ID","IDN","Nusa Tenggara Barat","minor","106101","1360014952"
"Tuban","Tuban","-6.8995","112.0500","Indonesia","ID","IDN","Jawa Timur","minor","76242","1360482232"
"Pati","Pati","-6.7415","111.0347","Indonesia","ID","IDN","Jawa Tengah","minor","122785","1360407556"
"Kotabumi","Kotabumi","-4.8333","104.9000","Indonesia","ID","IDN","Lampung","minor","42366","1360992670"
"Denpasar","Denpasar","-8.6500","115.2200","Indonesia","ID","IDN","Bali","admin","732344","1360848527"
"Kuta","Kuta","-8.7151","115.1841","Indonesia","ID","IDN","Bali","","30012","1360003468"
"Biak","Biak","-1.1615","136.0485","Indonesia","ID","IDN","Papua","minor","103610","1360911386"
"Perabumulih","Perabumulih","-3.4432","104.2315","Indonesia","ID","IDN","Sumatera Selatan","minor","103470","1360148993"
"Sungaipenuh","Sungaipenuh","-2.0631","101.3964","Indonesia","ID","IDN","Jambi","","95913","1360337679"
"Manado","Manado","1.4800","124.8500","Indonesia","ID","IDN","Sulawesi Utara","admin","451893","1360771278"
"Timika","Timika","-4.5496","136.8900","Indonesia","ID","IDN","Papua","","26021","1360525797"
"Amahai","Amahai","-3.3281","128.9405","Indonesia","ID","IDN","Maluku","minor","47653","1360767250"
"Telukbutun","Telukbutun","4.2170","108.2000","Indonesia","ID","IDN","Kepulauan Riau","","140","1360984658"
"Sampit","Sampit","-2.5329","112.9500","Indonesia","ID","IDN","Kalimantan Tengah","minor","92710","1360020231"
"Martapura","Martapura","-3.4135","114.8365","Indonesia","ID","IDN","Kalimantan Selatan","minor","198239","1360139854"
"Jambi","Jambi","-1.5900","103.6100","Indonesia","ID","IDN","Jambi","admin","457090","1360645580"
"Tanjungpandan","Tanjungpandan","-2.7500","107.6500","Indonesia","ID","IDN","Kepulauan Bangka Belitung","minor","62374","1360732632"
"Sumenep","Sumenep","-7.0049","113.8496","Indonesia","ID","IDN","Jawa Timur","minor","84656","1360439354"
"Tarakan","Tarakan","3.3000","117.6330","Indonesia","ID","IDN","Kalimantan Utara","","193069","1360080072"
"Sorong","Sorong","-0.8554","131.2850","Indonesia","ID","IDN","Papua Barat","","125535","1360018780"
